"ticker","company_name","asof_date","est_window_start","n_obs","spot_price","log_return_mean","log_return_std","vol_annual_realized","vol_annual_downside","vol_annual_20d","skewness","kurtosis","max_drawdown","return_annual","avg_daily_volume_20d","normality_n","normality_pvalue","normality_log10_pvalue","outlier_fraction","gbm_mu_annual","gbm_sigma_annual","gbm_mu_se","gbm_sigma_se","gbm_mu_ci95_low","gbm_mu_ci95_high","gbm_sigma_ci95_low","gbm_sigma_ci95_high","dividend_yield","carry_r_minus_q","lattice_u","lattice_d","lattice_p_real","lattice_p_rn","lattice_implied_sigma","sim_alpha_annual","sim_beta","sim_alpha_se","sim_beta_se","sim_alpha_ci95_low","sim_alpha_ci95_high","sim_beta_ci95_low","sim_beta_ci95_high","sim_r_squared","sim_resid_std","model_fit_notes","tags","snapshot_date"
"META","Meta","2026-03-03","2025-03-11",245,655.08,0.00031982,0.02454488,0.389638,0.257752,0.259864,0.61,11.2365,0.25424,0.083468,13144205,245,0,-12.429,0.02449,0.080595,0.389638,0.395165,0.017602,-0.697775,0.858965,0.354967,0.424309,0.003,0.04,1.01680176,0.98457306,0.49795918,0.48396577,0.389638,-0.21144661,1.405912,0.00115302,0.096906,-0.78378674,0.36089351,1.21503,1.596795,0.464147,0.01800427,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.41%","high_beta;non_normal;heavy_tails","2026-03-03"
"MSFT","Microsoft","2026-03-03","2025-03-11",245,403.93,0.00024444,0.01670346,0.265159,0.187909,0.332756,-0.1102,14.1045,0.290737,0.063187,41585575,245,0,-12.9557,0.016327,0.061598,0.265159,0.268921,0.011979,-0.468104,0.5913,0.241564,0.288754,0.007,0.036,1.010445,0.98882137,0.53469388,0.5248554,0.265159,-0.11868283,0.867887,0.00084272,0.070826,-0.53699336,0.2996277,0.728375,1.007399,0.381921,0.01315892,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.19%","non_normal;heavy_tails","2026-03-03"
"NVDA","NVIDIA","2026-03-03","2025-03-11",245,180.05,0.00205751,0.02635219,0.418328,0.269355,0.464114,0.7662,9.7702,0.224871,0.674878,198342280,245,0,-8.3771,0.008163,0.518494,0.418328,0.424262,0.018898,-0.31719,1.354177,0.381104,0.455552,3e-04,0.0427,1.02003484,0.98248348,0.53061224,0.47101281,0.418328,0.16926434,1.68122,0.00110142,0.092569,-0.37746089,0.71598956,1.49888,1.863559,0.575807,0.01719849,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.58%","high_beta;non_normal;high_vol;heavy_tails","2026-03-03"
"TSLA","Tesla","2026-03-03","2025-03-11",245,392.43,0.00217045,0.03646538,0.57887,0.380759,0.320233,0.3686,7.4826,0.230027,0.722969,59122685,245,1e-06,-6.2193,0.016327,0.546953,0.57887,0.587081,0.026151,-0.609441,1.703347,0.52736,0.63038,0,0.043,1.02784999,0.97456771,0.53061224,0.48051507,0.57887,0.11918025,2.059337,0.00173359,0.1457,-0.74134642,0.97970693,1.77234,2.346334,0.451185,0.02706984,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=45.12%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-03-03"
"AAPL","Apple","2026-03-04","2025-03-11",246,262.52,0.0007028,0.02002497,0.317886,0.213101,0.308892,0.7637,15.4127,0.22989,0.192903,48540640,246,0,-13.9537,0.012195,0.177106,0.317886,0.32174,0.014331,-0.456623,0.810834,0.289658,0.346115,0.004,0.039,1.01253711,0.98765237,0.53252033,0.50305045,0.317886,-0.09516166,1.271793,0.00084213,0.070871,-0.51317369,0.32285037,1.132196,1.41139,0.568927,0.01317454,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=56.89%","non_normal;heavy_tails","2026-03-04"
"AMZN","Amazon","2026-03-04","2025-03-11",246,216.82,0.00039816,0.02207742,0.350468,0.24159,0.364714,0.2455,8.3182,0.217362,0.105094,65790565,246,0,-9.1048,0.020325,0.100336,0.350468,0.354716,0.0158,-0.598347,0.799019,0.319346,0.38159,0,0.043,1.01492813,0.98409925,0.53658537,0.52130991,0.350468,-0.18286346,1.32286,0.0009935,0.083609,-0.67600925,0.31028232,1.158171,1.487548,0.506405,0.01554254,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.64%","high_beta;non_normal;heavy_tails;no_dividend","2026-03-04"
"GOOGL","Google","2026-03-04","2025-03-11",246,303.13,0.00249614,0.01921676,0.305057,0.184838,0.238552,0.4916,6.57,0.151618,0.871026,42017725,246,1e-06,-6.0413,0.01626,0.629028,0.305057,0.308754,0.013753,0.020877,1.23718,0.277967,0.332146,0.004,0.039,1.01565272,0.98742044,0.54065041,0.4516181,0.305057,0.41939884,0.979205,0.00097989,0.082465,-0.06699419,0.90579188,0.816771,1.141638,0.36623,0.01532971,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.62%","non_normal;heavy_tails","2026-03-04"
"META","Meta","2026-03-04","2025-03-11",246,667.73,0.00039627,0.02452407,0.389308,0.257228,0.263548,0.6016,11.2227,0.25424,0.104571,12996675,246,0,-12.418,0.02439,0.09986,0.389308,0.394027,0.017551,-0.676252,0.875972,0.354737,0.423878,0.003,0.04,1.01682216,0.98457306,0.5,0.48365967,0.389308,-0.20150563,1.407716,0.00114923,0.096715,-0.771953,0.36894174,1.217212,1.598219,0.464742,0.01797886,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.47%","high_beta;non_normal;heavy_tails","2026-03-04"
"MSFT","Microsoft","2026-03-04","2025-03-11",246,405.2,0.0002562,0.01667036,0.264634,0.187526,0.31767,-0.1125,14.1594,0.290737,0.066415,40304770,246,0,-13.0263,0.01626,0.064563,0.264634,0.267842,0.011931,-0.463003,0.592129,0.241134,0.288133,0.007,0.036,1.01038969,0.98882137,0.53658537,0.52620133,0.264634,-0.12113978,0.867441,0.00083947,0.070647,-0.5378302,0.29555064,0.728285,1.006597,0.381906,0.01313289,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.19%","non_normal;heavy_tails","2026-03-04"
"NVDA","NVIDIA","2026-03-04","2025-03-11",246,183.04,0.0021161,0.0263144,0.417728,0.268807,0.456577,0.7604,9.78,0.224871,0.700807,197027860,246,0,-8.4115,0.00813,0.533258,0.417728,0.422792,0.018833,-0.299513,1.366028,0.380634,0.454823,3e-04,0.0427,1.02000867,0.98248348,0.53252033,0.47134131,0.417728,0.17318741,1.681931,0.00109721,0.092338,-0.37144004,0.71781486,1.50005,1.863812,0.576231,0.01716509,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.62%","high_beta;non_normal;high_vol;heavy_tails","2026-03-04"
"TSLA","Tesla","2026-03-04","2025-03-11",246,405.94,0.00229922,0.03644688,0.578576,0.379984,0.346707,0.3598,7.4644,0.230027,0.780798,59693635,246,1e-06,-6.2173,0.01626,0.579403,0.578576,0.58559,0.026084,-0.57403,1.732835,0.527198,0.629954,0,0.043,1.02790019,0.97456771,0.53252033,0.48006276,0.578576,0.13781345,2.062717,0.00172851,0.145466,-0.72017201,0.99579891,1.776188,2.349245,0.451778,0.02704124,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=45.18%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-03-04"
"AAPL","Apple","2026-03-05","2025-03-11",247,260.29,0.00066542,0.01999286,0.317377,0.212844,0.292693,0.7695,15.4551,0.22989,0.182014,46496285,247,0,-13.9883,0.012146,0.167685,0.317377,0.320573,0.014279,-0.463733,0.799103,0.289251,0.345502,0.004,0.039,1.01253711,0.98768558,0.53036437,0.50238623,0.317377,-0.09626519,1.271986,0.0008386,0.070685,-0.51251335,0.31998296,1.132759,1.411214,0.569288,0.01314779,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=56.93%","non_normal;heavy_tails","2026-03-05"
"AMZN","Amazon","2026-03-05","2025-03-11",247,218.94,0.00043594,0.0220405,0.349882,0.241101,0.360877,0.241,8.3387,0.217362,0.115778,66272740,247,0,-9.1502,0.020243,0.109857,0.349882,0.353406,0.015742,-0.58623,0.805944,0.318876,0.380888,0,0.043,1.0148894,0.98409925,0.53846154,0.52196557,0.349882,-0.16396305,1.31955,0.00099197,0.083613,-0.65634049,0.32841439,1.154858,1.484241,0.50411,0.01555245,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.41%","high_beta;non_normal;heavy_tails;no_dividend","2026-03-05"
"GOOGL","Google","2026-03-05","2025-03-11",247,300.88,0.00245588,0.0191881,0.304602,0.184617,0.232803,0.4975,6.587,0.151618,0.85366,40274420,247,1e-06,-6.0924,0.016194,0.618881,0.304602,0.307669,0.013705,0.012879,1.224882,0.277608,0.331595,0.004,0.039,1.01565272,0.98746568,0.53846154,0.45073801,0.304602,0.41554554,0.97988,0.00097588,0.082256,-0.06884455,0.89993563,0.81786,1.141899,0.366774,0.01530015,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.68%","non_normal;heavy_tails","2026-03-05"
"META","Meta","2026-03-05","2025-03-11",247,660.57,0.00035102,0.0244845,0.388679,0.256938,0.238613,0.6072,11.2544,0.25424,0.092219,12819605,247,0,-12.4698,0.024291,0.088457,0.388679,0.392594,0.017488,-0.684817,0.861731,0.354235,0.423124,0.003,0.04,1.01682216,0.984611,0.49797571,0.48305156,0.388679,-0.20373986,1.408107,0.00114442,0.096463,-0.77178884,0.36430911,1.218105,1.598109,0.465163,0.01794264,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.52%","high_beta;non_normal;heavy_tails","2026-03-05"
"MSFT","Microsoft","2026-03-05","2025-03-11",247,410.68,0.00030955,0.01665756,0.264431,0.187146,0.320487,-0.1199,14.1485,0.290737,0.080896,40004215,247,0,-13.0246,0.016194,0.078007,0.264431,0.267094,0.011897,-0.448075,0.604089,0.240997,0.287864,0.007,0.036,1.01041326,0.98882137,0.53846154,0.52562699,0.264431,-0.10127376,0.863962,0.00083941,0.070753,-0.5179237,0.31537617,0.7246,1.003324,0.378341,0.01316048,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.83%","non_normal;heavy_tails","2026-03-05"
"NVDA","NVIDIA","2026-03-05","2025-03-11",247,183.34,0.00211416,0.02626088,0.416879,0.268262,0.436966,0.7622,9.8203,0.224871,0.701125,196616140,247,0,-8.4743,0.008097,0.53277,0.416879,0.421077,0.018756,-0.296606,1.362145,0.379935,0.453822,3e-04,0.0427,1.0198695,0.98248348,0.53441296,0.47309581,0.416879,0.1841498,1.680012,0.0010934,0.092162,-0.3585747,0.7268743,1.49848,1.861543,0.575603,0.01714273,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.56%","high_beta;non_normal;high_vol;heavy_tails","2026-03-05"
"TSLA","Tesla","2026-03-05","2025-03-11",247,405.55,0.00228602,0.03637332,0.577409,0.379216,0.318619,0.3616,7.4951,0.230027,0.7762,58559585,247,1e-06,-6.278,0.016194,0.576076,0.577409,0.583224,0.025979,-0.572672,1.724825,0.526239,0.628578,0,0.043,1.02790019,0.97477867,0.53036437,0.47799793,0.577409,0.14842702,2.060858,0.00172171,0.145122,-0.70616644,1.00302049,1.775012,2.346705,0.451489,0.02699356,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=45.15%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-03-05"
"AAPL","Apple","2026-03-06","2025-03-11",248,257.46,0.00061865,0.01996593,0.316949,0.2127,0.294002,0.7757,15.4837,0.22989,0.168433,45903415,248,0,-14.0053,0.012097,0.155901,0.316949,0.319495,0.014231,-0.473382,0.785183,0.288919,0.34498,0.004,0.039,1.01253711,0.98769791,0.52822581,0.50213935,0.316949,-0.08944921,1.269486,0.00083531,0.070374,-0.50405813,0.32515971,1.130872,1.408099,0.569483,0.013127,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=56.95%","non_normal;heavy_tails","2026-03-06"
"AMZN","Amazon","2026-03-06","2025-03-11",248,213.21,0.00032725,0.02206234,0.350229,0.242095,0.337277,0.2467,8.2859,0.217362,0.085826,63654915,248,0,-9.0661,0.020161,0.082466,0.350229,0.353042,0.015726,-0.61289,0.777823,0.319255,0.381203,0,0.043,1.0148894,0.98400994,0.53629032,0.52334817,0.350229,-0.17321516,1.322944,0.00098823,0.083257,-0.66372406,0.31729373,1.158956,1.486932,0.506506,0.01553008,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.65%","high_beta;non_normal;heavy_tails;no_dividend","2026-03-06"
"GOOGL","Google","2026-03-06","2025-03-11",248,298.52,0.00241422,0.01916045,0.304163,0.184415,0.233014,0.5035,6.6031,0.151618,0.835759,37142975,248,1e-06,-6.1433,0.016129,0.608384,0.304163,0.306606,0.013657,0.004488,1.212279,0.277263,0.331062,0.004,0.039,1.01565272,0.98750647,0.53629032,0.44994205,0.304163,0.41926913,0.978513,0.00097171,0.081866,-0.06304267,0.90158094,0.817266,1.139761,0.36739,0.01527055,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.74%","non_normal;heavy_tails","2026-03-06"
"META","Meta","2026-03-06","2025-03-11",248,644.86,0.00025255,0.02448405,0.388672,0.257565,0.252382,0.6128,11.2236,0.25424,0.065608,12620985,248,0,-12.4431,0.024194,0.063642,0.388672,0.391794,0.017452,-0.708041,0.835326,0.354299,0.423046,0.003,0.04,1.01682216,0.98454385,0.49596774,0.48412696,0.388672,-0.20886176,1.409986,0.00113958,0.096009,-0.77449478,0.35677127,1.220882,1.59909,0.467162,0.0179086,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.72%","high_beta;non_normal;heavy_tails","2026-03-06"
"MSFT","Microsoft","2026-03-06","2025-03-11",248,408.96,0.00029138,0.01662627,0.263934,0.186817,0.26036,-0.1169,14.1973,0.290737,0.076071,38245950,248,0,-13.0753,0.016129,0.073428,0.263934,0.266054,0.011851,-0.450595,0.597452,0.240592,0.287276,0.007,0.036,1.01041326,0.98888216,0.53629032,0.52428774,0.263934,-0.09295767,0.860911,0.0008363,0.070458,-0.50805824,0.3221429,0.722133,0.999689,0.377687,0.01314257,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.77%","non_normal;heavy_tails","2026-03-06"
"NVDA","NVIDIA","2026-03-06","2025-03-11",248,177.82,0.00198237,0.02628972,0.417336,0.269489,0.449381,0.7638,9.7626,0.224871,0.64674,195751590,248,0,-8.413,0.008065,0.499558,0.417336,0.420689,0.018739,-0.329037,1.328152,0.380428,0.454245,3e-04,0.0427,1.0198695,0.98237493,0.53225806,0.4746212,0.417336,0.17415843,1.683677,0.00108925,0.091769,-0.3664935,0.71481036,1.502925,1.864429,0.577764,0.01711767,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.78%","high_beta;non_normal;high_vol;heavy_tails","2026-03-06"
"TSLA","Tesla","2026-03-06","2025-03-11",248,396.73,0.00218814,0.03633233,0.576758,0.379099,0.318687,0.3682,7.5033,0.230027,0.734244,58121325,248,1e-06,-6.2979,0.016129,0.551411,0.576758,0.581391,0.025897,-0.593705,1.696526,0.52575,0.627765,0,0.043,1.02790019,0.97480836,0.52822581,0.47770607,0.576758,0.15347246,2.059007,0.00171429,0.144428,-0.69741944,1.00436436,1.774535,2.34348,0.452412,0.02694023,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=45.24%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-03-06"
"AAPL","Apple","2026-03-09","2025-03-11",249,259.88,0.00065374,0.01993333,0.316432,0.212273,0.294752,0.7714,15.5173,0.22989,0.177968,45291670,249,0,-14.0427,0.012048,0.164743,0.316432,0.318332,0.01418,-0.462237,0.791722,0.288504,0.34436,0.004,0.039,1.01251334,0.98769791,0.53012048,0.50262032,0.316432,-0.09076489,1.269176,0.00083211,0.07017,-0.50377806,0.32224829,1.130969,1.407384,0.569797,0.01310069,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=56.98%","non_normal;heavy_tails","2026-03-09"
"AMZN","Amazon","2026-03-09","2025-03-11",249,213.49,0.0003312,0.02201791,0.349523,0.241608,0.267517,0.2466,8.3193,0.217362,0.086521,57426515,249,0,-9.1346,0.02008,0.083463,0.349523,0.351623,0.015663,-0.609084,0.776011,0.318675,0.380372,0,0.043,1.01478809,0.98400994,0.53815261,0.52507091,0.349523,-0.18243231,1.320776,0.00098517,0.083077,-0.67141504,0.30655042,1.157147,1.484405,0.505757,0.01551042,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.58%","high_beta;non_normal;heavy_tails;no_dividend","2026-03-09"
"GOOGL","Google","2026-03-09","2025-03-11",249,306.36,0.00250864,0.01917973,0.304469,0.184045,0.244607,0.4926,6.5494,0.151618,0.874838,35789555,249,1e-06,-6.0709,0.016064,0.632176,0.304469,0.306297,0.013644,0.0289,1.235453,0.277597,0.331341,0.004,0.039,1.0157319,0.98750647,0.53815261,0.44867984,0.304469,0.43446477,0.982088,0.00097004,0.081801,-0.04700875,0.91593829,0.820971,1.143204,0.368512,0.01527223,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.85%","non_normal;heavy_tails","2026-03-09"
"META","Meta","2026-03-09","2025-03-11",249,647.39,0.00026726,0.02443574,0.387905,0.257047,0.249578,0.6122,11.2657,0.25424,0.069253,12387505,249,0,-12.5058,0.024096,0.067349,0.387905,0.390235,0.017382,-0.701248,0.835947,0.353669,0.422141,0.003,0.04,1.01671814,0.98454385,0.49799197,0.48569219,0.387905,-0.21616024,1.408269,0.0011356,0.095762,-0.77980649,0.34748602,1.219655,1.596883,0.466827,0.01787873,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.68%","high_beta;non_normal;heavy_tails","2026-03-09"
"MSFT","Microsoft","2026-03-09","2025-03-11",249,409.41,0.00029463,0.01659279,0.263402,0.186441,0.252594,-0.1177,14.2549,0.290737,0.07661,37076780,249,0,-13.1463,0.016064,0.074246,0.263402,0.264984,0.011803,-0.447661,0.596153,0.240155,0.28665,0.007,0.036,1.01034376,0.98888216,0.53815261,0.52598554,0.263402,-0.09879409,0.859538,0.00083344,0.070281,-0.51246447,0.31487629,0.721111,0.997966,0.377161,0.01312153,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.72%","non_normal;heavy_tails","2026-03-09"
"NVDA","NVIDIA","2026-03-09","2025-03-11",249,182.65,0.00208204,0.02628376,0.417242,0.268947,0.368693,0.7533,9.7239,0.224871,0.684791,193044960,249,0,-8.3915,0.008032,0.524674,0.417242,0.419748,0.018697,-0.302051,1.351399,0.380416,0.454067,3e-04,0.0427,1.01992434,0.98237493,0.53413655,0.47392812,0.417242,0.18519738,1.686274,0.00108603,0.091582,-0.35384648,0.72424123,1.505892,1.866655,0.578518,0.01709835,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.85%","high_beta;non_normal;high_vol;heavy_tails","2026-03-09"
"TSLA","Tesla","2026-03-09","2025-03-11",249,398.68,0.00219904,0.03625941,0.5756,0.378337,0.292515,0.368,7.533,0.230027,0.734909,58338415,249,0,-6.3526,0.016064,0.554158,0.5756,0.579057,0.025793,-0.586339,1.694656,0.524799,0.626402,0,0.043,1.02772606,0.97480836,0.53012048,0.47927799,0.5756,0.14026891,2.055901,0.00170857,0.14408,-0.70777014,0.98830797,1.77212,2.339682,0.451855,0.02689961,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=45.19%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-03-09"
"AAPL","Apple","2026-03-10","2025-03-11",250,260.83,0.00066572,0.01989416,0.31581,0.211848,0.293631,0.7711,15.5755,0.22989,0.181757,44587360,250,0,-14.1151,0.012,0.167762,0.31581,0.317071,0.014123,-0.456721,0.792244,0.287993,0.343627,0.004,0.039,1.01244674,0.98769791,0.532,0.5039729,0.31581,-0.08458346,1.26876,0.00082909,0.070052,-0.4960877,0.32692079,1.130786,1.406734,0.569466,0.01307987,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=56.95%","non_normal;heavy_tails","2026-03-10"
"AMZN","Amazon","2026-03-10","2025-03-11",250,214.33,0.00034559,0.02197483,0.34884,0.241124,0.265854,0.2451,8.3505,0.217362,0.090562,54646715,250,0,-9.2005,0.02,0.087088,0.34884,0.350232,0.015601,-0.602707,0.776883,0.318114,0.379565,0,0.043,1.01470769,0.98400994,0.54,0.52644605,0.34884,-0.17551034,1.32031,0.00098155,0.082934,-0.66268453,0.31166385,1.156965,1.483655,0.50543,0.01548507,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.54%","high_beta;non_normal;heavy_tails;no_dividend","2026-03-10"
"GOOGL","Google","2026-03-10","2025-03-11",250,307.04,0.00250747,0.01914119,0.303857,0.183676,0.243854,0.4938,6.576,0.151618,0.875772,34967990,250,1e-06,-6.1275,0.016,0.631883,0.303857,0.30507,0.013589,0.031036,1.232729,0.277093,0.330621,0.004,0.039,1.01563181,0.98750647,0.54,0.45027657,0.303857,0.43658242,0.981945,0.00096614,0.081632,-0.04294374,0.91610857,0.821165,1.142726,0.368466,0.01524198,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.85%","non_normal;heavy_tails","2026-03-10"
"META","Meta","2026-03-10","2025-03-11",250,654.07,0.00030725,0.02439482,0.387256,0.256532,0.236299,0.6082,11.2922,0.25424,0.080125,12137860,250,0,-12.5406,0.024,0.077428,0.387256,0.388802,0.017319,-0.688332,0.843187,0.353146,0.421365,0.003,0.04,1.01666694,0.98454385,0.5,0.4864663,0.387256,-0.20248174,1.407348,0.00113226,0.095669,-0.76446163,0.35949815,1.218922,1.595775,0.465981,0.01786281,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.60%","high_beta;non_normal;heavy_tails","2026-03-10"
"MSFT","Microsoft","2026-03-10","2025-03-11",250,405.76,0.00025763,0.01656977,0.263037,0.186285,0.229108,-0.1118,14.2763,0.290737,0.066762,36385520,250,0,-13.163,0.016,0.064922,0.263037,0.264087,0.011763,-0.455207,0.585051,0.239869,0.286205,0.007,0.036,1.01034376,0.98890114,0.536,0.52556579,0.263037,-0.1061305,0.860032,0.00083055,0.070176,-0.51836111,0.3061001,0.721815,0.998249,0.377187,0.01310295,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.72%","non_normal;heavy_tails","2026-03-10"
"NVDA","NVIDIA","2026-03-10","2025-03-11",250,184.77,0.00211987,0.02623775,0.416511,0.268409,0.359523,0.7501,9.7489,0.224871,0.701973,192160410,250,0,-8.4432,0.008,0.534208,0.416511,0.418174,0.018627,-0.289401,1.357817,0.379825,0.453198,3e-04,0.0427,1.01986227,0.98237493,0.536,0.47471283,0.416511,0.19900775,1.685344,0.00108298,0.091505,-0.3385119,0.73652741,1.505119,1.86557,0.577676,0.01708533,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.77%","high_beta;non_normal;high_vol;heavy_tails","2026-03-10"
"TSLA","Tesla","2026-03-10","2025-03-11",250,399.24,0.00219586,0.03618656,0.574444,0.377579,0.286242,0.3691,7.5636,0.230027,0.734727,58571615,250,0,-6.4148,0.016,0.553357,0.574444,0.576737,0.02569,-0.582548,1.689262,0.523847,0.625041,0,0.043,1.02752816,0.97480836,0.532,0.48107716,0.574444,0.14451261,2.055616,0.00170172,0.143784,-0.70010571,0.98913094,1.772423,2.338809,0.451803,0.02684661,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=45.18%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-03-10"
"AAPL","Apple","2026-03-11","2025-03-11",251,260.5107,0.00065819,0.01985469,0.315183,0.211429,0.293651,0.7737,15.6383,0.22989,0.179769,43156890,251,0,-14.1877,0.011952,0.165864,0.315183,0.315811,0.014067,-0.456125,0.787852,0.287478,0.342889,0.004,0.039,1.01244674,0.98779179,0.52988048,0.50208412,0.315183,-0.08566825,1.26878,0.00082578,0.069912,-0.49552167,0.32418518,1.131085,1.406474,0.56947,0.01305375,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=56.95%","non_normal;heavy_tails","2026-03-11"
"AMZN","Amazon","2026-03-11","2025-03-11",251,213.38,0.00032651,0.02193292,0.348174,0.240685,0.264266,0.2481,8.3819,0.217362,0.085467,51755274,251,0,-9.2589,0.01992,0.082281,0.348174,0.348867,0.01554,-0.604812,0.769374,0.317569,0.37878,0,0.043,1.01470769,0.98410958,0.53784861,0.52490404,0.348174,-0.17948117,1.320382,0.00097774,0.082778,-0.66475748,0.30579514,1.157348,1.483416,0.505395,0.01545596,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=50.54%","high_beta;non_normal;heavy_tails;no_dividend","2026-03-11"
"GOOGL","Google","2026-03-11","2025-03-11",251,310.225,0.0025386,0.01910923,0.30335,0.18331,0.241179,0.4897,6.5906,0.151618,0.89198,33401008,251,1e-06,-6.153,0.015936,0.639726,0.30335,0.303953,0.013539,0.041091,1.238362,0.276684,0.330015,0.004,0.039,1.01559314,0.98750647,0.54183267,0.45089645,0.30335,0.44508901,0.981791,0.00096286,0.081518,-0.03280108,0.9229791,0.821238,1.142343,0.368108,0.01522071,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.81%","non_normal;heavy_tails","2026-03-11"
"META","Meta","2026-03-11","2025-03-11",251,651.15,0.0002882,0.02434785,0.38651,0.25606,0.234713,0.6116,11.3362,0.25424,0.075073,11740255,251,0,-12.6063,0.023904,0.072627,0.38651,0.387279,0.017251,-0.690119,0.835373,0.352535,0.420486,0.003,0.04,1.01666694,0.98463109,0.49800797,0.4850679,0.38651,-0.20639,1.40742,0.00112784,0.095485,-0.76616078,0.35338079,1.219358,1.595481,0.465962,0.01782859,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.60%","high_beta;non_normal;heavy_tails","2026-03-11"
"MSFT","Microsoft","2026-03-11","2025-03-11",251,403.82,0.00023751,0.01653967,0.262559,0.185976,0.22951,-0.1084,14.3227,0.290737,0.061471,34560360,251,0,-13.2106,0.015936,0.059852,0.262559,0.263082,0.011719,-0.458287,0.577991,0.239479,0.285639,0.007,0.036,1.01034376,0.98895514,0.53386454,0.52436804,0.262559,-0.11066328,0.860114,0.00082742,0.070051,-0.52133173,0.30000517,0.722146,0.998083,0.377123,0.01307971,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.71%","non_normal;heavy_tails","2026-03-11"
